ZIP,LAT,LNG,DIST,POPULATION,IMPACT,POP_DENSITY
29828,33.522812,-81.828197,413.49411124776043,1003,LOW,LOW
29829,33.57472,-81.857718,414.8503725242039,8651,LOW,LOW
29831,33.297451,-81.799578,417.5153639209565,4146,LOW,LOW
29832,33.838994,-81.803656,404.4689074294533,5335,LOW,LOW
29834,33.51293,-81.856747,416.3247164897247,1687,LOW,LOW
29835,33.919499,-82.28897099999998,447.6294705082479,6566,LOW,LOW
29836,33.126708,-81.55712700000002,402.19827296541183,482,LOW,LOW
29838,33.747484,-82.15108000000002,437.78624939597483,501,LOW,LOW
29840,34.007202,-82.521302,467.8557451565315,251,LOW,LOW
29841,33.526407,-81.939337,423.425137793673,32494,LOW,HIGH
29842,33.457043,-81.86071,418.1858067286258,7675,LOW,LOW
29843,33.182069,-81.179772,367.16130906458415,1291,LOW,LOW
29844,33.769606,-82.241925,445.6709683116743,123,LOW,LOW
29845,33.817844,-82.20142299999998,441.14755318360363,1104,LOW,LOW
29847,33.704138,-81.847277,410.9820329301001,5480,LOW,LOW
29848,33.970417,-82.075911,427.4479767090756,751,LOW,LOW
29849,33.103626,-81.23834699999998,375.4422611358661,294,LOW,LOW
29850,33.609668,-81.816976,410.3270304300441,111,LOW,LOW
29851,33.507439,-81.81178299999998,412.4191235369972,7524,LOW,LOW
29853,33.403112,-81.42264399999998,380.6036992020134,6580,LOW,LOW
29856,33.485256,-81.511831,386.0871784191636,3255,LOW,LOW
29860,33.614687,-81.984429,425.377070214593,14450,LOW,MEDIUM
29899,33.928023,-82.250602,444.0005190682643,1244,LOW,LOW
29902,32.334933,-80.684304,372.56106322862144,14779,LOW,MEDIUM
29904,32.457441,-80.717905,367.0767808761459,659,LOW,LOW
29905,32.351589000000004,-80.68221700000002,371.28966482012515,3054,LOW,LOW
29906,32.445112,-80.752875,370.54977520133406,21765,LOW,MEDIUM
29907,32.474692,-80.599222,356.8977116229363,12570,LOW,MEDIUM
29909,32.336836,-80.847799,384.79110932380036,16394,LOW,MEDIUM
29910,32.214521000000005,-80.89157,396.17959271388384,33954,LOW,HIGH
29911,32.94116,-81.141681,374.41234259932196,1725,LOW,LOW
29912,32.584548,-80.928494,375.76415892554684,42,LOW,LOW
29915,32.122105,-80.856036,399.83318022386226,416,LOW,LOW
29916,32.718462,-80.96710300000002,371.2824185108579,1533,LOW,LOW
29918,32.744462,-81.247365,392.9496131701102,5278,LOW,LOW
29920,32.364221,-80.553611,360.83489435874986,9481,LOW,LOW
29921,32.682581,-81.17290899999998,390.04510710574135,227,LOW,LOW
29922,32.625831,-81.277273,401.6478041766124,1214,LOW,LOW
29923,32.859518,-81.246422,387.14219876081336,392,LOW,LOW
29924,32.876884999999994,-81.111209,374.9459660915534,4331,LOW,LOW
29926,32.238246999999994,-80.740263,383.282393892719,23742,LOW,MEDIUM
29927,32.226776,-81.05787600000002,407.96931349046685,8237,LOW,LOW
29928,32.16317100000001,-80.755765,389.60826712516797,16110,LOW,MEDIUM
29929,32.927872,-80.938536,357.98469560815613,1135,LOW,LOW
29932,32.818148,-81.348641,397.74229464797725,269,LOW,LOW
29934,32.591590999999994,-81.107381,389.7097400834944,1172,LOW,LOW
29935,32.383349,-80.693678,370.04587338580893,3685,LOW,LOW
29936,32.482042,-80.971987,385.3058174428747,13354,LOW,MEDIUM
29939,32.672512,-81.244025,396.42431144553024,302,LOW,LOW
29940,32.54591,-80.713616,361.17010093183654,3967,LOW,LOW
29941,32.55030900000001,-80.806715,368.17552957099286,497,LOW,LOW
29943,32.479249,-81.192323,402.96504731591426,477,LOW,LOW
29944,32.795699,-81.034521,372.68045213480616,5118,LOW,LOW
29945,32.673313,-80.76593199999998,357.6255575701866,4841,LOW,LOW
